"CODIGOCLIENTE";"%SHR GRUPO1CLIENTE";"%SHR GRUPO 2CLIENTE";"%SHR GRUPO 3CLIENTE";"%SHR GRUPO 4CLIENTE";"%SHR GRUPO 5CLIENTE"
18010035;0,28;0,15;0,67;0,00;0,67
18010041;0,00;0,00;0,00;0,00;0,00
18009648;0,00;0,00;0,00;0,00;0,00
18009060;0,00;0,00;0,00;0,00;0,00
18008814;0,00;0,00;0,00;0,00;0,00
18008451;0,00;0,00;0,00;0,00;0,00
18008466;0,00;0,00;0,00;0,00;0,00
18008388;0,00;0,00;0,00;0,00;0,00
18008250;0,67;0,67;0,67;0,00;0,00
18008136;0,00;0,00;0,00;0,00;0,00
18007635;0,00;0,00;0,00;0,00;0,00
18007650;0,00;0,00;0,00;0,00;0,00
18007557;0,00;0,00;0,00;0,00;0,00
18007587;0,00;0,00;0,00;0,00;0,00
18006876;0,00;0,00;0,00;0,00;0,00
18006882;0,00;0,00;0,00;0,00;0,00
18006777;0,00;0,00;0,00;0,00;0,00
18006543;0,00;0,00;0,00;0,00;0,00
18006252;0,00;0,00;0,00;0,00;0,00
18006258;0,00;0,00;0,00;0,00;0,00
18006264;0,67;0,67;0,67;0,00;0,00
18005169;0,17;0,18;0,16;0,00;0,00
18005025;0,00;0,00;0,00;0,00;0,00
18004980;0,00;0,00;0,00;0,00;0,00
18004752;0,00;0,00;0,00;0,00;0,00
18004800;0,00;0,00;0,00;0,00;0,00
18004692;0,00;0,00;0,00;0,00;0,00
18004332;0,00;0,00;0,00;0,00;0,00
18004164;0,00;0,00;0,00;0,00;0,00
18004170;0,00;0,00;0,00;0,00;0,00
18004032;0,67;0,67;0,67;0,00;0,00
18003162;0,00;0,00;0,00;0,00;0,00
18002853;0,00;0,00;0,00;0,00;0,00
18002742;0,00;0,00;0,00;0,00;0,00
18001362;0,00;0,00;0,00;0,00;0,00
18000825;0,67;0,00;0,67;0,00;0,00
18000648;0,00;0,00;0,00;0,00;0,00
7153419;0,00;0,00;0,00;0,00;0,00
7153221;0,00;0,00;0,00;0,00;0,00
7153224;0,00;0,00;0,00;0,00;0,00
7153044;0,00;0,00;0,00;0,00;0,00
7151436;0,00;0,00;0,00;0,00;0,00
7151103;0,00;0,00;0,00;0,00;0,00
7151070;0,00;0,00;0,00;0,00;0,00
7150167;0,00;0,00;0,00;0,00;0,00
7150176;0,67;0,67;0,67;0,00;0,00
7149849;0,00;0,00;0,00;0,00;0,00
7148532;0,00;0,00;0,00;0,00;0,00
7146405;0,67;0,67;0,67;0,00;0,00
7145610;0,00;0,00;0,00;0,00;0,00
7145208;0,00;0,00;0,00;0,00;0,00
7145034;0,00;0,00;0,00;0,00;0,00
7145070;0,00;0,00;0,00;0,00;0,00
7143570;0,17;0,47;0,15;0,00;0,11
7140348;0,00;0,00;0,00;0,00;0,00
7138512;0,00;0,00;0,00;0,00;0,00
7137528;0,00;0,00;0,00;0,00;0,00
7134426;0,22;0,67;0,13;0,00;0,00
7134435;0,18;0,20;0,16;0,00;0,00
7133610;0,00;0,00;0,00;0,00;0,00
7132692;0,00;0,00;0,00;0,00;0,00
7131774;0,44;0,33;0,67;0,00;0,00
7130925;0,00;0,00;0,00;0,00;0,00
7130940;0,67;0,00;0,67;0,00;0,00
7130946;0,00;0,00;0,00;0,00;0,00
7130301;0,00;0,00;0,00;0,00;0,00
7127802;0,00;0,00;0,00;0,00;0,00
7125855;0,00;0,00;0,00;0,00;0,00
7124421;0,00;0,00;0,00;0,00;0,00
7122321;0,67;0,67;0,67;0,00;0,00
7121928;0,00;0,00;0,00;0,00;0,00
7120746;0,00;0,00;0,00;0,00;0,00
7119198;0,00;0,00;0,00;0,00;0,00
7117128;0,00;0,00;0,00;0,00;0,00
7115682;0,00;0,00;0,00;0,00;0,00
7115304;0,00;0,00;0,00;0,00;0,00
7113600;0,67;0,67;0,67;0,00;0,00
7113618;0,00;0,00;0,00;0,00;0,00
7109871;0,67;0,67;0,67;0,00;0,00
7109661;0,00;0,00;0,00;0,00;0,00
7107942;0,00;0,00;0,00;0,00;0,00
7106829;0,00;0,00;0,00;0,00;0,00
6002232;0,00;0,00;0,00;0,00;0,00
6031011;0,00;0,00;0,00;0,00;0,00
6033258;0,00;0,00;0,00;0,00;0,00
6033777;0,00;0,00;0,00;0,00;0,00
6037314;0,00;0,00;0,00;0,00;0,00
6115026;0,00;0,00;0,00;0,00;0,00
6186312;0,67;0,00;0,67;0,00;0,00
6299133;0,00;0,00;0,00;0,00;0,00
6336693;0,00;0,00;0,00;0,00;0,00
6421014;0,00;0,00;0,00;0,00;0,00
6768990;0,00;0,00;0,00;0,00;0,00
7104459;0,00;0,00;0,00;0,00;0,00
7104462;0,57;0,50;0,67;0,00;0,00
7104489;0,00;0,00;0,00;0,00;0,00
7104507;0,00;0,00;0,00;0,00;0,00
7104531;0,00;0,00;0,00;0,00;0,00
7104534;0,00;0,00;0,00;0,00;0,00
7104558;0,00;0,00;0,00;0,00;0,00
7104579;0,00;0,00;0,00;0,00;0,00
7104672;0,00;0,00;0,00;0,00;0,00
7103805;0,16;0,16;0,16;0,00;0,00
7103808;0,00;0,00;0,00;0,00;0,00
6069657;0,00;0,00;0,00;0,00;0,00
6142755;0,00;0,00;0,00;0,00;0,00
7101846;0,00;0,00;0,00;0,00;0,00
7100793;0,67;0,67;0,67;0,00;0,67
7100874;0,00;0,00;0,00;0,00;0,00
7099815;0,67;0,00;0,67;0,00;0,00
7096293;0,39;0,67;0,28;0,00;0,00
6765774;0,57;0,67;0,67;0,00;0,14
6091923;0,00;0,00;0,00;0,00;0,00
6158976;0,00;0,00;0,00;0,00;0,00
6307209;0,00;0,00;0,00;0,00;0,00
6002517;0,38;0,27;0,67;0,00;0,00
6015486;0,00;0,00;0,00;0,00;0,00
6016185;0,00;0,00;0,67;0,00;0,00
6027525;0,00;0,00;0,00;0,00;0,00
6049431;0,00;0,00;0,00;0,00;0,00
6113802;0,00;0,00;0,00;0,00;0,00
6191451;0,00;0,00;0,00;0,00;0,00
6317916;0,00;0,00;0,00;0,00;0,00
6319182;0,00;0,00;0,00;0,00;0,00
6332331;0,00;0,00;0,00;0,00;0,00
6768345;0,00;0,00;0,00;0,00;0,00
7085715;0,00;0,00;0,00;0,00;0,00
6001593;0,00;0,00;0,00;0,00;0,00
6026145;0,00;0,00;0,00;0,00;0,00
6124677;0,67;0,67;0,67;0,00;0,00
6086001;0,00;0,00;0,00;0,00;0,00
6313338;0,00;0,00;0,00;0,00;0,00
7084578;0,00;0,00;0,00;0,00;0,00
7084341;0,00;0,00;0,00;0,00;0,00
6170163;0,67;0,00;0,67;0,00;0,00
7080828;0,00;0,00;0,00;0,00;0,00
7080834;0,00;0,00;0,00;0,00;0,00
7079733;0,00;0,00;0,00;0,00;0,00
7079793;0,00;0,00;0,00;0,00;0,00
6776664;0,00;0,00;0,00;0,00;0,00
6027306;0,00;0,00;0,00;0,00;0,00
6036744;0,00;0,00;0,00;0,00;0,00
6054834;0,00;0,00;0,00;0,00;0,00
7072668;0,00;0,00;0,00;0,00;0,00
7071690;0,00;0,00;0,00;0,00;0,00
7071180;0,67;0,67;0,67;0,00;0,00
6332607;0,00;0,00;0,00;0,00;0,00
7071015;0,00;0,00;0,00;0,00;0,00
6035760;0,00;0,00;0,00;0,00;0,00
6109218;0,10;0,10;0,00;0,00;0,00
6338457;0,67;0,00;0,67;0,00;0,00
7036098;0,00;0,00;0,00;0,00;0,00
7064712;0,00;0,00;0,00;0,00;0,00
6256809;0,00;0,00;0,00;0,00;0,00
7060374;0,67;0,67;0,67;0,00;0,00
7058043;0,00;0,00;0,00;0,00;0,00
6016689;0,00;0,00;0,00;0,00;0,00
6038973;0,67;0,67;0,67;0,00;0,00
7056939;0,00;0,00;0,00;0,00;0,00
6003120;0,00;0,00;0,00;0,00;0,00
6003483;0,00;0,00;0,00;0,00;0,00
6003549;0,00;0,00;0,00;0,00;0,00
6004344;0,00;0,00;0,00;0,00;0,00
6016851;0,00;0,00;0,00;0,00;0,00
6016947;0,00;0,00;0,00;0,00;0,00
6032334;0,00;0,00;0,00;0,00;0,00
6035229;0,30;0,20;0,67;0,00;0,00
6038496;0,00;0,00;0,00;0,00;0,00
6085563;0,00;0,00;0,00;0,00;0,00
6150792;0,67;0,67;0,67;0,00;0,67
6277767;0,00;0,00;0,00;0,00;0,00
6323145;0,00;0,00;0,00;0,00;0,00
6415269;0,00;0,00;0,00;0,00;0,00
7055790;0,00;0,00;0,00;0,00;0,00
7055967;0,00;0,00;0,00;0,00;0,00
6000402;0,00;0,00;0,00;0,00;0,00
6000462;0,67;0,67;0,67;0,00;0,00
6000561;0,00;0,00;0,00;0,00;0,00
6000588;0,00;0,00;0,00;0,00;0,00
6000942;0,00;0,00;0,00;0,00;0,00
6001245;0,00;0,00;0,00;0,00;0,00
6002040;0,67;0,00;0,00;0,00;0,67
6002169;0,00;0,00;0,00;0,00;0,00
6002286;0,67;0,67;0,67;0,00;0,00
6002409;0,67;0,67;0,67;0,00;0,00
6002508;0,00;0,00;0,00;0,00;0,00
6003435;0,53;0,44;0,67;0,00;0,00
6003546;0,00;0,00;0,00;0,00;0,00
6003645;0,00;0,00;0,00;0,00;0,00
6003975;0,67;0,67;0,67;0,00;0,00
6003993;0,00;0,00;0,00;0,00;0,00
6004254;0,67;0,67;0,67;0,00;0,00
6004542;0,00;0,00;0,00;0,00;0,00
6004608;0,00;0,00;0,00;0,00;0,00
6004644;0,00;0,00;0,00;0,00;0,00
6004962;0,00;0,00;0,00;0,00;0,00
6005148;0,00;0,00;0,00;0,00;0,00
6005313;0,53;0,44;0,67;0,00;0,00
6005337;0,00;0,00;0,00;0,00;0,00
6005352;0,00;0,00;0,00;0,00;0,00
6005550;0,00;0,00;0,00;0,00;0,00
6006087;0,00;0,00;0,00;0,00;0,00
6006156;0,67;0,67;0,00;0,00;0,00
6006534;0,00;0,00;0,00;0,00;0,00
6006675;0,67;0,67;0,67;0,00;0,00
6006732;0,67;0,67;0,67;0,00;0,00
6006786;0,00;0,00;0,00;0,00;0,00
6006798;0,00;0,00;0,00;0,00;0,00
6006969;0,00;0,00;0,00;0,00;0,00
6007122;0,00;0,00;0,00;0,00;0,00
6007125;0,00;0,00;0,00;0,00;0,00
6007554;0,00;0,00;0,00;0,00;0,00
6007761;0,00;0,00;0,00;0,00;0,00
6008016;0,00;0,00;0,00;0,00;0,00
6008028;0,44;0,33;0,67;0,00;0,00
6008658;0,00;0,00;0,00;0,00;0,00
6009051;0,00;0,00;0,00;0,00;0,00
6009243;0,00;0,00;0,00;0,00;0,00
6010002;0,00;0,00;0,00;0,00;0,00
6010464;0,67;0,67;0,67;0,00;0,00
6011178;0,00;0,00;0,00;0,00;0,00
6011187;0,67;0,67;0,67;0,00;0,00
6011421;0,00;0,00;0,00;0,00;0,00
6011781;0,00;0,00;0,00;0,00;0,00
6012783;0,00;0,00;0,00;0,00;0,00
6012861;0,00;0,00;0,00;0,00;0,00
6013002;0,67;0,67;0,00;0,00;0,00
6013125;0,00;0,00;0,00;0,00;0,00
6013263;0,00;0,00;0,00;0,00;0,00
6013365;0,58;0,58;0,67;0,00;0,37
6014448;0,00;0,00;0,00;0,00;0,00
6014811;0,00;0,00;0,00;0,00;0,00
6014853;0,26;0,00;0,26;0,00;0,00
6016104;0,67;0,67;0,67;0,00;0,00
6016179;0,67;0,00;0,67;0,00;0,00
6016380;0,00;0,00;0,00;0,00;0,00
6017985;0,67;0,00;0,67;0,00;0,00
6018342;0,67;0,00;0,67;0,00;0,67
6018627;0,67;0,67;0,67;0,00;0,00
6018801;0,00;0,00;0,00;0,00;0,00
6019143;0,00;0,00;0,00;0,00;0,00
6019548;0,00;0,00;0,00;0,00;0,00
6020064;0,00;0,00;0,00;0,00;0,00
6020910;0,00;0,00;0,00;0,00;0,00
6021558;0,00;0,00;0,00;0,00;0,00
6021648;0,67;0,67;0,67;0,00;0,00
6021693;0,46;0,67;0,67;0,00;0,17
6022167;0,00;0,00;0,00;0,00;0,00
6023571;0,00;0,00;0,00;0,00;0,00
6023673;0,00;0,00;0,00;0,00;0,00
6023892;0,00;0,00;0,00;0,00;0,00
6023970;0,67;0,00;0,67;0,00;0,00
6025089;0,00;0,00;0,00;0,00;0,00
6027702;0,60;0,67;0,67;0,00;0,41
6029745;0,67;0,00;0,67;0,00;0,67
6030279;0,00;0,00;0,00;0,00;0,00
6030582;0,00;0,00;0,00;0,00;0,00
6030705;0,00;0,00;0,00;0,00;0,00
6031185;0,00;0,00;0,00;0,00;0,00
6031473;0,00;0,00;0,00;0,00;0,00
6033480;0,67;0,67;0,00;0,00;0,00
6033513;0,67;0,67;0,67;0,00;0,00
6035847;0,63;0,67;0,67;0,00;0,41
6036204;0,67;0,67;0,67;0,00;0,67
6036342;0,00;0,00;0,00;0,00;0,00
6037251;0,00;0,00;0,00;0,00;0,00
6037902;0,00;0,00;0,00;0,00;0,00
6038130;0,50;0,50;0,00;0,00;0,00
6038670;0,67;0,67;0,67;0,00;0,00
6039171;0,67;0,67;0,67;0,00;0,00
6039459;0,00;0,00;0,00;0,00;0,00
6039552;0,67;0,67;0,00;0,00;0,00
6039678;0,00;0,00;0,00;0,00;0,00
6039816;0,00;0,00;0,00;0,00;0,00
6041694;0,00;0,00;0,00;0,00;0,00
6043191;0,00;0,00;0,00;0,00;0,00
6046785;0,00;0,00;0,00;0,00;0,00
6046866;0,00;0,00;0,00;0,00;0,00
6046962;0,00;0,00;0,00;0,00;0,00
6047025;0,00;0,00;0,00;0,00;0,00
6047310;0,67;0,67;0,67;0,00;0,00
6047385;0,00;0,00;0,00;0,00;0,00
6047817;0,00;0,00;0,00;0,00;0,00
6047835;0,00;0,00;0,00;0,00;0,00
6048036;0,10;0,08;0,13;0,00;0,00
6048405;0,67;0,67;0,00;0,00;0,00
6048606;0,00;0,00;0,00;0,00;0,00
6050481;0,00;0,00;0,00;0,00;0,00
6051246;0,00;0,00;0,00;0,00;0,00
6054777;0,06;0,06;0,07;0,00;0,00
6055353;0,67;0,67;0,67;0,00;0,00
6056910;0,00;0,00;0,00;0,00;0,00
6057345;0,00;0,00;0,00;0,00;0,00
6057372;0,00;0,00;0,00;0,00;0,00
6062916;0,67;0,67;0,67;0,00;0,67
6063267;0,67;0,67;0,67;0,00;0,67
6064203;0,00;0,00;0,00;0,00;0,00
6064983;0,28;0,18;0,67;0,00;0,00
6065484;0,00;0,00;0,00;0,00;0,00
6067725;0,00;0,00;0,00;0,00;0,00
6068385;0,00;0,00;0,00;0,00;0,00
6068754;0,00;0,00;0,00;0,00;0,00
6069660;0,00;0,00;0,00;0,00;0,00
6070080;0,67;0,67;0,67;0,00;0,00
6070140;0,00;0,00;0,00;0,00;0,00
6070269;0,00;0,00;0,00;0,00;0,00
6070314;0,00;0,00;0,00;0,00;0,00
6070482;0,67;0,00;0,67;0,00;0,00
6072504;0,00;0,00;0,00;0,00;0,00
6072981;0,00;0,00;0,00;0,00;0,00
6075681;0,67;0,67;0,67;0,00;0,67
6075777;0,19;0,00;0,19;0,00;0,00
6079065;0,00;0,00;0,00;0,00;0,00
6080376;0,67;0,67;0,67;0,00;0,00
6081456;0,00;0,00;0,00;0,00;0,00
6082236;0,00;0,00;0,00;0,00;0,00
6083124;0,00;0,00;0,00;0,00;0,00
6083301;0,00;0,00;0,00;0,00;0,00
6084333;0,67;0,00;0,67;0,00;0,00
6084411;0,00;0,00;0,00;0,00;0,00
6085431;0,00;0,00;0,00;0,00;0,00
6087873;0,00;0,00;0,00;0,00;0,00
6088881;0,00;0,00;0,00;0,00;0,00
6090555;0,00;0,00;0,00;0,00;0,00
6090672;0,00;0,00;0,00;0,00;0,00
6091008;0,65;0,67;0,00;0,00;0,60
6091125;0,67;0,67;0,67;0,00;0,00
6091284;0,44;0,67;0,33;0,00;0,00
6092844;0,00;0,00;0,00;0,00;0,00
6093015;0,31;0,27;0,56;0,00;0,31
6096375;0,00;0,00;0,00;0,00;0,00
6097080;0,00;0,00;0,00;0,00;0,00
6098409;0,67;0,67;0,00;0,00;0,00
6100890;0,00;0,67;0,00;0,00;0,00
6104868;0,00;0,00;0,00;0,00;0,00
6105906;0,00;0,00;0,00;0,00;0,00
6107382;0,67;0,67;0,00;0,00;0,67
6107397;0,00;0,00;0,00;0,00;0,00
6107757;0,67;0,67;0,67;0,00;0,00
6108435;0,00;0,00;0,00;0,00;0,00
6108921;0,00;0,00;0,00;0,00;0,00
6108930;0,00;0,00;0,00;0,00;0,00
6109281;0,67;0,67;0,67;0,00;0,00
6109284;0,00;0,00;0,00;0,00;0,00
6110073;0,00;0,00;0,00;0,00;0,00
6113649;0,00;0,00;0,00;0,00;0,00
6116496;0,00;0,00;0,00;0,00;0,00
6116550;0,00;0,00;0,00;0,00;0,00
6116664;0,00;0,00;0,00;0,00;0,00
6116727;0,00;0,00;0,00;0,00;0,00
6117210;0,00;0,00;0,00;0,00;0,00
6117393;0,00;0,00;0,00;0,00;0,00
6119991;0,00;0,00;0,00;0,00;0,00
6121659;0,00;0,00;0,00;0,00;0,00
6122577;0,39;0,67;0,67;0,00;0,10
6122625;0,00;0,00;0,00;0,00;0,00
6122700;0,00;0,00;0,00;0,00;0,00
6122817;0,46;0,38;0,59;0,00;0,00
6123633;0,00;0,00;0,00;0,00;0,00
6124851;0,00;0,00;0,00;0,00;0,00
6125271;0,00;0,00;0,00;0,00;0,00
6128058;0,67;0,67;0,67;0,00;0,67
6128067;0,00;0,00;0,00;0,00;0,00
6128652;0,00;0,00;0,00;0,00;0,00
6128730;0,00;0,00;0,00;0,00;0,00
6129183;0,00;0,00;0,00;0,00;0,00
6130953;0,00;0,00;0,00;0,00;0,00
6131022;0,00;0,00;0,00;0,00;0,00
6131124;0,00;0,00;0,00;0,00;0,00
6131847;0,00;0,00;0,00;0,00;0,00
6131853;0,22;0,13;0,67;0,00;0,00
6132132;0,00;0,00;0,00;0,00;0,00
6134856;0,67;0,67;0,67;0,00;0,00
6135348;0,67;0,67;0,67;0,00;0,00
6136638;0,00;0,00;0,00;0,00;0,00
6136971;0,00;0,00;0,00;0,00;0,00
6139794;0,67;0,67;0,67;0,00;0,00
6142476;0,00;0,00;0,00;0,00;0,00
6143910;0,00;0,00;0,00;0,00;0,00
6146538;0,00;0,00;0,00;0,00;0,00
6146850;0,00;0,00;0,00;0,00;0,00
6147336;0,00;0,00;0,00;0,00;0,00
6147429;0,00;0,00;0,00;0,00;0,00
6148044;0,67;0,00;0,67;0,00;0,00
6149253;0,67;0,67;0,67;0,00;0,00
6150174;0,00;0,00;0,00;0,00;0,00
6150516;0,67;0,67;0,67;0,00;0,00
6150651;0,00;0,00;0,00;0,00;0,00
6150660;0,00;0,00;0,00;0,00;0,00
6151221;0,00;0,00;0,00;0,00;0,00
6151467;0,67;0,67;0,67;0,00;0,67
6155352;0,00;0,00;0,00;0,00;0,00
6155844;0,00;0,00;0,00;0,00;0,00
6156159;0,00;0,00;0,00;0,00;0,00
6157857;0,00;0,00;0,00;0,00;0,00
6158508;0,00;0,00;0,00;0,00;0,00
6160047;0,55;0,67;0,67;0,00;0,24
6160530;0,00;0,00;0,00;0,00;0,00
6160659;0,67;0,67;0,67;0,00;0,67
6161568;0,00;0,00;0,00;0,00;0,00
6163437;0,67;0,67;0,67;0,00;0,00
6163467;0,00;0,00;0,00;0,00;0,00
6163530;0,00;0,00;0,00;0,00;0,00
6163722;0,67;0,67;0,67;0,00;0,00
6164133;0,00;0,00;0,00;0,00;0,00
6164298;0,67;0,00;0,67;0,00;0,00
6166434;0,00;0,00;0,00;0,00;0,00
6167184;0,00;0,00;0,00;0,00;0,00
6171759;0,00;0,00;0,00;0,00;0,00
6182685;0,00;0,00;0,00;0,00;0,00
6185598;0,00;0,00;0,00;0,00;0,00
6186660;0,00;0,00;0,00;0,00;0,00
6188109;0,00;0,00;0,00;0,00;0,00
6190641;0,00;0,00;0,00;0,00;0,00
6191496;0,67;0,67;0,67;0,00;0,67
6191556;0,00;0,00;0,00;0,00;0,00
6243369;0,34;0,00;0,27;0,00;0,59
6247170;0,67;0,00;0,67;0,00;0,00
6251952;0,00;0,00;0,00;0,00;0,00
6252876;0,49;0,50;0,48;0,00;0,40
6253269;0,00;0,00;0,00;0,00;0,00
6253644;0,67;0,67;0,67;0,00;0,00
6259599;0,67;0,67;0,67;0,00;0,67
6264282;0,00;0,00;0,00;0,00;0,00
6264795;0,67;0,67;0,67;0,00;0,00
6265725;0,00;0,00;0,00;0,00;0,00
6270630;0,00;0,00;0,00;0,00;0,00
6272775;0,00;0,00;0,00;0,00;0,00
6272931;0,00;0,00;0,00;0,00;0,00
6273270;0,00;0,00;0,00;0,00;0,00
6280473;0,67;0,67;0,67;0,00;0,00
6292524;0,67;0,00;0,67;0,00;0,00
6292536;0,67;0,67;0,67;0,00;0,00
6295233;0,00;0,00;0,00;0,00;0,00
6295317;0,00;0,00;0,00;0,00;0,00
6296478;0,00;0,00;0,00;0,00;0,00
6299829;0,00;0,00;0,00;0,00;0,00
6302490;0,00;0,00;0,00;0,00;0,00
6304335;0,00;0,00;0,00;0,00;0,00
6307713;0,51;0,00;0,58;0,00;0,37
6313362;0,00;0,00;0,00;0,00;0,00
6313401;0,00;0,00;0,00;0,00;0,00
6318255;0,67;0,67;0,67;0,00;0,67
6319857;0,00;0,00;0,00;0,00;0,00
6321612;0,67;0,67;0,67;0,00;0,67
6321942;0,00;0,00;0,00;0,00;0,00
6323622;0,00;0,00;0,00;0,00;0,00
6328896;0,51;0,62;0,30;0,00;0,00
6328983;0,00;0,00;0,00;0,00;0,00
6330072;0,00;0,00;0,00;0,00;0,00
6330741;0,11;0,08;0,00;0,00;0,67
6331371;0,00;0,00;0,00;0,00;0,00
6332256;0,67;0,00;0,67;0,00;0,00
6336843;0,00;0,00;0,00;0,00;0,00
6340791;0,67;0,00;0,67;0,00;0,00
6342813;0,67;0,67;0,67;0,00;0,00
6343569;0,00;0,00;0,00;0,00;0,00
6344964;0,67;0,67;0,67;0,00;0,00
6345513;0,67;0,67;0,67;0,67;0,67
6346179;0,00;0,00;0,00;0,00;0,00
6346974;0,00;0,00;0,00;0,00;0,00
6347958;0,00;0,00;0,00;0,00;0,00
6351333;0,15;0,67;0,05;0,00;0,00
6351420;0,00;0,00;0,00;0,00;0,00
6351429;0,00;0,00;0,00;0,00;0,00
6353541;0,00;0,00;0,00;0,00;0,00
6363993;0,00;0,00;0,00;0,00;0,00
6365457;0,00;0,00;0,00;0,00;0,00
6404400;0,21;0,21;0,00;0,00;0,00
6405750;0,00;0,00;0,00;0,00;0,00
6413259;0,67;0,67;0,67;0,00;0,00
6413865;0,67;0,67;0,67;0,00;0,00
6413892;0,00;0,00;0,00;0,00;0,00
6414609;0,00;0,00;0,00;0,00;0,00
6417579;0,67;0,67;0,67;0,00;0,00
6424473;0,67;0,67;0,00;0,00;0,00
6425535;0,00;0,00;0,00;0,00;0,00
6425598;0,00;0,00;0,00;0,00;0,00
6425835;0,67;0,67;0,67;0,00;0,00
6426531;0,00;0,00;0,00;0,00;0,00
6764457;0,00;0,00;0,00;0,00;0,00
6765117;0,00;0,00;0,00;0,00;0,00
6767595;0,65;0,67;0,00;0,00;0,53
6775614;0,67;0,67;0,67;0,00;0,00
6789252;0,67;0,67;0,67;0,00;0,00
6821502;0,00;0,00;0,00;0,00;0,00
6861252;0,67;0,67;0,67;0,00;0,00
6862125;0,67;0,67;0,67;0,00;0,00
6865368;0,00;0,00;0,00;0,00;0,00
6869070;0,00;0,00;0,00;0,00;0,00
6869757;0,67;0,00;0,67;0,00;0,00
6869805;0,00;0,00;0,00;0,00;0,00
6907554;0,67;0,00;0,67;0,00;0,00
6907803;0,15;0,22;0,16;0,00;0,09
6907911;0,00;0,00;0,00;0,00;0,00
6913518;0,00;0,00;0,00;0,00;0,00
6913608;0,00;0,00;0,00;0,00;0,00
6914922;0,67;0,00;0,67;0,00;0,00
6917847;0,43;0,67;0,31;0,00;0,00
6919293;0,00;0,00;0,00;0,00;0,00
6919752;0,00;0,00;0,00;0,00;0,00
6945633;0,42;0,00;0,67;0,00;0,26
6946038;0,67;0,67;0,67;0,00;0,00
6953076;0,00;0,00;0,00;0,00;0,00
6958296;0,00;0,00;0,00;0,00;0,00
6967605;0,00;0,00;0,00;0,00;0,00
6967677;0,67;0,67;0,67;0,00;0,00
6997164;0,67;0,67;0,00;0,00;0,00
7002117;0,00;0,00;0,00;0,00;0,00
7013565;0,00;0,00;0,00;0,00;0,00
7015071;0,00;0,00;0,00;0,00;0,00
7019514;0,00;0,00;0,00;0,00;0,00
7020867;0,00;0,00;0,00;0,00;0,00
7023081;0,67;0,67;0,67;0,00;0,00
7024185;0,00;0,00;0,00;0,00;0,00
7025016;0,00;0,00;0,00;0,00;0,00
7029144;0,67;0,67;0,67;0,00;0,00
7030605;0,67;0,67;0,67;0,00;0,00
7036641;0,00;0,00;0,00;0,00;0,00
7036686;0,00;0,00;0,00;0,00;0,00
7037040;0,00;0,00;0,00;0,00;0,00
7037295;0,00;0,00;0,00;0,00;0,00
7041234;0,00;0,00;0,00;0,00;0,00
7042059;0,00;0,00;0,00;0,00;0,00
7047900;0,67;0,67;0,00;0,00;0,00
7048416;0,00;0,00;0,00;0,00;0,00
7051950;0,67;0,00;0,67;0,00;0,00
7052070;0,00;0,00;0,00;0,00;0,00
7052082;0,00;0,00;0,00;0,00;0,00
7052103;0,00;0,00;0,00;0,00;0,00
7052613;0,53;0,00;0,53;0,00;0,00
7053057;0,00;0,00;0,00;0,00;0,00
7053060;0,00;0,00;0,00;0,00;0,00
7053105;0,00;0,00;0,00;0,00;0,00
7053114;0,00;0,00;0,00;0,00;0,00
6133302;0,00;0,00;0,00;0,00;0,00
6000015;0,67;0,00;0,00;0,00;0,67
6000024;0,56;0,67;0,48;0,00;0,00
6000057;0,00;0,00;0,00;0,00;0,00
18133008;0,67;0,67;0,67;0,00;0,00
18130146;0,00;0,00;0,00;0,00;0,00
18099786;0,00;0,00;0,00;0,00;0,00
18366153;0,00;0,00;0,00;0,00;0,00
18289353;0,67;0,67;0,67;0,00;0,00
18278505;0,27;0,17;0,67;0,00;0,00
18134532;0,00;0,00;0,00;0,00;0,00
18132204;0,00;0,00;0,00;0,00;0,00
18104502;0,00;0,00;0,00;0,00;0,00
18104508;0,00;0,00;0,00;0,00;0,00
18075687;0,00;0,00;0,00;0,00;0,00
18075273;0,00;0,00;0,00;0,00;0,00
18061143;0,00;0,00;0,00;0,00;0,00
18052350;0,00;0,00;0,00;0,00;0,00
18048087;0,00;0,00;0,00;0,00;0,00
18023883;0,00;0,00;0,00;0,00;0,00
18006042;0,00;0,00;0,00;0,00;0,00
18005847;0,00;0,00;0,00;0,00;0,00
18004071;0,00;0,00;0,00;0,00;0,00
7148217;0,12;0,29;0,08;0,00;0,00
6864027;0,00;0,00;0,00;0,00;0,00
7145181;0,00;0,00;0,00;0,00;0,00
6866016;0,00;0,00;0,00;0,00;0,00
7135425;0,00;0,00;0,00;0,00;0,00
7130409;0,00;0,00;0,00;0,00;0,00
7129806;0,00;0,00;0,00;0,00;0,00
7122327;0,00;0,00;0,00;0,00;0,00
7118097;0,00;0,00;0,00;0,00;0,00
7117158;0,00;0,00;0,00;0,00;0,00
7113603;0,00;0,00;0,00;0,00;0,00
7110093;0,00;0,00;0,00;0,00;0,00
6033819;0,00;0,00;0,00;0,00;0,00
6123432;0,67;0,67;0,67;0,00;0,00
6000273;0,00;0,00;0,00;0,00;0,00
6012219;0,67;0,67;0,67;0,00;0,67
6016704;0,00;0,00;0,00;0,00;0,00
6018462;0,00;0,00;0,00;0,00;0,00
6023688;0,00;0,00;0,00;0,00;0,00
6030891;0,00;0,00;0,00;0,00;0,00
